acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
320,C_320,I,A,USD,false,1,0,1000000,60671.73,,bank,Jose,Wallace,789 Ryan Passage,New Jennifer,MH,US,36051,Male,1975-11-14,668-97-6699,-136.661515,2.512165
321,C_321,I,A,USD,false,1,0,1000000,77894.36,,bank,Paul,Brown,52135 Karen Plaza,New Jeffrey,CO,US,89041,Male,2012-08-27,329-64-6396,157.243035,18.4270595
322,C_322,I,A,USD,false,1,0,1000000,97815.08,,bank,David,Carpenter,027 Amy Dale Suite 507,Carrstad,NH,US,61461,Male,2019-09-30,014-87-9471,-61.936023,55.9768645
323,C_323,I,A,USD,false,1,0,1000000,50897.18,,bank,Riley,Brown,267 Nicole Spring,Veronicaville,AL,US,65144,Male,2013-08-15,710-83-0856,77.019372,-53.958369
324,C_324,I,A,USD,false,1,0,1000000,55136.59,,bank,Penny,Blanchard,032 Jason Cliff,New Kimberly,ID,US,53066,Female,1992-02-28,827-85-7824,155.248734,-87.509217
325,C_325,I,A,USD,false,1,0,1000000,84953.08,,bank,Emily,Finley,0727 Charles Mountain Apt. 561,Whiteside,WA,US,55941,Female,1958-01-31,274-84-8586,-115.367814,21.603880
326,C_326,I,A,USD,false,1,0,1000000,89148.21,,bank,David,Strong,0874 Carroll Roads,Kellyfort,NY,US,66736,Male,1936-11-07,254-40-4155,51.317914,27.334819
327,C_327,I,A,USD,false,1,0,1000000,66437.14,,bank,Alicia,Sharp,32973 Prince Parks,New Dominiquefort,VI,US,06316,Female,1921-11-14,865-30-9425,-138.560906,54.7222215
328,C_328,I,A,USD,true,1,0,1000000,56505.33,,bank,Sandy,Williams,423 Mccann Underpass Suite 442,Jeremychester,IL,US,32661,Female,2000-08-13,889-36-9654,13.297874,-30.2803635
329,C_329,I,A,USD,false,1,0,1000000,67592.55,,bank,Justin,Patterson,089 Trevor Plains,North Michael,MT,US,58206,Male,2015-03-11,804-93-4268,-29.861073,54.971646
330,C_330,I,A,USD,false,1,0,1000000,71887.90,,bank,James,Sanchez,400 Robbins Lane Suite 977,Angelaberg,GA,US,02876,Male,1922-07-01,780-18-3290,-17.653630,-16.1243485
331,C_331,I,A,USD,true,1,0,1000000,68099.56,,bank,Teresa,Brown,40823 Levy Isle Apt. 717,Jamesfurt,MT,US,06134,Female,1918-05-25,852-27-5359,-168.394599,-51.7849805
332,C_332,I,A,USD,false,1,0,1000000,51191.17,,bank,Heidi,Robinson,680 Edward Forges Suite 101,North Patriciamouth,TN,US,09082,Female,1973-10-14,593-26-5066,-14.480206,-82.113502
333,C_333,I,A,USD,false,1,0,1000000,96167.09,,bank,Andrea,Freeman,235 Bryan Wall Suite 586,North Reneetown,HI,US,72700,Female,2001-02-23,567-65-3916,-148.476597,-30.8194905
334,C_334,I,A,USD,false,1,0,1000000,51686.87,,bank,Derek,Bennett,27371 Shelton Meadows,Wolfbury,IA,US,09278,Male,1955-09-04,185-37-4796,144.158692,-19.7113335
335,C_335,I,A,USD,false,1,0,1000000,53651.68,,bank,Kristy,Nelson,70165 Tyler Station,Shannonfort,AR,US,36527,Female,1930-04-04,616-72-4152,-44.527139,47.6788355
336,C_336,I,A,USD,false,1,0,1000000,77660.96,,bank,David,Glover,6815 Christian Meadow,Westchester,VT,US,55275,Male,2014-08-16,783-70-8695,118.340017,74.5393985
337,C_337,I,A,USD,false,1,0,1000000,88057.71,,bank,David,Harris,2684 Heidi Trail,Erintown,AK,US,02204,Male,1934-03-11,044-28-9752,135.181073,-40.1432325
338,C_338,I,A,USD,false,1,0,1000000,58570.94,,bank,Cassandra,Long,1726 Michael Fall Suite 500,Jasonshire,OH,US,99068,Female,1965-03-27,870-63-3328,-60.315513,8.6629195
339,C_339,I,A,USD,false,1,0,1000000,57982.26,,bank,James,Lee,684 Potts Haven Suite 910,Port Josephhaven,SD,US,84716,Male,1986-03-30,059-49-9353,102.103846,86.3707665
340,C_340,I,A,USD,false,1,0,1000000,56262.11,,bank,Sean,Davis,3585 Jenna Forges Suite 674,Candiceland,MH,US,02827,Male,2006-11-18,243-69-9451,-6.158332,-28.327464
341,C_341,I,A,USD,false,1,0,1000000,85678.24,,bank,Corey,Rivera,50121 Sue Underpass Suite 762,Tylertown,ND,US,93530,Male,1978-08-10,670-31-2782,26.680319,45.091613
342,C_342,I,A,USD,false,1,0,1000000,93476.55,,bank,Sara,Carter,68514 Clark Springs Suite 510,Bensontown,IA,US,10073,Female,1988-05-02,580-33-7098,-151.787093,-22.1778885
343,C_343,I,A,USD,false,1,0,1000000,69370.62,,bank,Jonathan,Stone,963 Howe Drive,Jonesfurt,WA,US,16458,Male,1923-04-14,216-23-5125,-95.611526,70.731263
344,C_344,I,A,USD,false,1,0,1000000,60341.72,,bank,Jasmine,Hardin,6038 Melissa Park Apt. 377,South Danielview,IL,US,77277,Female,1920-06-29,123-52-3404,-12.369710,-86.0129305
345,C_345,I,A,USD,false,1,0,1000000,89249.98,,bank,Michael,Jennings,060 Dale Square,South Paulaborough,RI,US,22114,Male,2004-11-21,084-84-6825,-7.815584,-11.951203
346,C_346,I,A,USD,false,1,0,1000000,88999.74,,bank,Dylan,Williams,813 Samantha Lodge Apt. 913,West Sharon,WA,US,57576,Male,1982-12-17,403-51-4595,-166.022618,18.0488795
347,C_347,I,A,USD,false,1,0,1000000,75312.22,,bank,Kenneth,Donaldson,040 Sydney Plaza,South Cody,MP,US,12416,Male,1933-12-28,242-01-1187,-129.129655,86.807185
348,C_348,I,A,USD,true,1,0,1000000,84729.48,,bank,Adam,Solis,5855 Ryan Light,Butlermouth,GU,US,20452,Male,1956-11-11,134-96-8031,-36.565069,88.180213
349,C_349,I,A,USD,true,1,0,1000000,97678.49,,bank,Kristina,Fuller,565 White Trafficway,Port Nicholas,MS,US,77989,Female,2024-08-19,761-97-4910,-175.704500,-40.836734
350,C_350,I,A,USD,false,1,0,1000000,77809.98,,bank,Sandra,Donovan,8596 Benton Keys Apt. 355,Port Olivia,MD,US,68083,Female,2019-08-08,384-33-9285,157.916208,-83.5630565
351,C_351,I,A,USD,false,1,0,1000000,71098.57,,bank,Billy,Taylor,74418 Brooke Radial Apt. 183,East Annamouth,UT,US,13101,Male,1977-02-02,180-99-5732,-108.074399,-20.062764
352,C_352,I,A,USD,false,1,0,1000000,63980.85,,bank,Erika,Hoffman,80435 Patrick Islands Suite 092,Jerryport,DC,US,32937,Female,2010-05-23,110-64-5529,149.768419,-67.050443
353,C_353,I,A,USD,false,1,0,1000000,52847.46,,bank,Kenneth,Garcia,04001 Green Island Suite 629,New Mariamouth,MI,US,40002,Male,1961-09-15,895-55-1844,54.729629,-61.8231705
354,C_354,I,A,USD,false,1,0,1000000,76155.90,,bank,Kyle,Peterson,69296 Devin Path Apt. 335,Latashamouth,NM,US,66306,Male,1944-04-20,722-72-8188,135.133824,-84.6731535
355,C_355,I,A,USD,false,1,0,1000000,73286.18,,bank,Michelle,Hobbs,31348 Rebecca Mall Apt. 983,West Elizabethshire,MS,US,87638,Female,1962-01-21,015-35-2671,12.277706,43.4408345
356,C_356,I,A,USD,false,1,0,1000000,76728.60,,bank,Jeffrey,Nichols,3227 Troy Ferry Apt. 540,West Lori,CA,US,83115,Male,1959-06-04,764-31-7332,165.229016,54.5038285
357,C_357,I,A,USD,false,1,0,1000000,81687.23,,bank,Stephanie,Cooley,64991 Bell Corners Apt. 106,West Brittanyville,TX,US,21203,Female,1971-10-22,116-70-2216,4.403912,20.9436335
358,C_358,I,A,USD,false,1,0,1000000,76264.85,,bank,Michele,Huber,54334 Smith Glen,New Sheritown,IL,US,24740,Female,1913-01-12,463-97-6652,57.578246,46.4940195
359,C_359,I,A,USD,false,1,0,1000000,95985.07,,bank,Vanessa,Blackburn,877 Joseph Meadow Apt. 115,South Heatherchester,ID,US,45505,Female,1915-02-15,515-18-5011,-22.062263,64.055777
360,C_360,I,A,USD,false,1,0,1000000,72197.77,,bank,Shannon,Thompson,02845 Morrison Lodge,East Martin,AS,US,83823,Female,2010-11-28,278-19-4478,-60.075878,47.767885
361,C_361,I,A,USD,false,1,0,1000000,84978.62,,bank,Christopher,Coleman,167 Russell Loop Apt. 034,East Brandiberg,HI,US,49979,Male,2025-12-30,638-68-0660,-84.082929,-85.3693545
362,C_362,I,A,USD,false,1,0,1000000,61069.01,,bank,John,Khan,805 Samantha Islands,New Amber,NV,US,63978,Male,1976-10-10,644-73-7177,122.805614,64.969601
363,C_363,I,A,USD,false,1,0,1000000,50580.99,,bank,Erica,Kim,809 Brian Rapids,Conradfort,IL,US,03668,Female,1978-08-26,803-64-9587,-131.387668,63.379470
364,C_364,I,A,USD,false,1,0,1000000,85411.03,,bank,Crystal,James,43026 Heather Landing Apt. 267,Garciaport,AR,US,36187,Female,2016-07-22,177-42-3597,93.566363,-73.561865
365,C_365,I,A,USD,false,1,0,1000000,50412.81,,bank,Cassandra,Kim,31527 Jennifer Trail Apt. 785,Pearsonburgh,PR,US,69427,Female,1991-05-22,136-55-4893,91.005682,-73.474894
366,C_366,I,A,USD,false,1,0,1000000,93543.22,,bank,Benjamin,Kim,71269 Jeffrey Lodge,Evansport,NC,US,16416,Male,1990-08-11,834-49-3116,-104.582614,4.111668
367,C_367,I,A,USD,false,1,0,1000000,70594.66,,bank,Kevin,Lane,19691 Rose Plaza Apt. 911,North Heather,VA,US,80448,Male,2005-11-14,414-41-9617,29.496849,86.547945
368,C_368,I,A,USD,false,1,0,1000000,83055.56,,bank,Roger,Huang,7040 Campbell Fall Suite 381,Lake Suzanne,NV,US,55004,Male,1969-05-04,175-13-3019,28.294373,57.3924375
369,C_369,I,A,USD,false,1,0,1000000,93680.80,,bank,Sara,Dunn,7331 Anderson Track,South Joshuaport,NC,US,73985,Female,2011-10-11,483-51-4167,115.621318,0.316914
370,C_370,I,A,USD,false,1,0,1000000,73184.16,,bank,Steven,Torres,917 David Lakes,South Hollyfurt,HI,US,40937,Male,2007-05-10,535-40-8525,-98.853185,37.855237
371,C_371,I,A,USD,false,1,0,1000000,91724.79,,bank,Tanya,Smith,034 Hickman Stream Suite 294,West Brianburgh,NE,US,45433,Female,1927-04-23,685-47-5778,49.403339,-83.198872
372,C_372,I,A,USD,false,1,0,1000000,78402.52,,bank,Justin,Trevino,959 Thomas Coves,Andersonmouth,MS,US,63682,Male,1996-11-20,669-63-3481,46.971072,-5.220870
373,C_373,I,A,USD,false,1,0,1000000,57878.66,,bank,Patricia,Johnson,94531 David Radial Suite 075,Markfort,CT,US,00758,Female,1985-02-17,432-88-9476,-55.415939,14.076934
374,C_374,I,A,USD,false,1,0,1000000,81579.85,,bank,Heather,Morrison,149 Marilyn Viaduct,Jenniferstad,MO,US,24586,Female,1977-10-31,127-95-9184,48.356533,-0.697955
375,C_375,I,A,USD,false,1,0,1000000,72431.55,,bank,Robert,Brown,273 Corey Squares,North Emily,HI,US,47191,Male,1945-08-07,166-11-8801,-4.598660,38.947257
376,C_376,I,A,USD,false,1,0,1000000,88175.21,,bank,Nicholas,Smith,05116 Durham Vista Suite 954,East Cynthiaborough,TN,US,87157,Male,1983-03-16,507-85-0085,91.054687,-82.586490
377,C_377,I,A,USD,false,1,0,1000000,68318.44,,bank,Austin,Camacho,57781 Moore Plaza,Lopezstad,NH,US,21876,Male,2004-06-16,029-60-6303,154.283869,-69.000918
378,C_378,I,A,USD,false,1,0,1000000,96069.59,,bank,Lisa,Garcia,729 David Meadows,Matthewstad,MT,US,65656,Female,1932-07-28,891-23-7504,-174.263305,42.6058335
379,C_379,I,A,USD,false,1,0,1000000,87459.68,,bank,Mary,Hammond,026 David Place,Lake John,AK,US,15559,Female,2015-06-14,789-84-5359,-77.359663,7.9413295
380,C_380,I,A,USD,false,1,0,1000000,67431.20,,bank,Tammy,May,3908 Garcia Curve,Makaylaberg,NY,US,23953,Female,1950-07-03,046-89-2807,-30.381875,3.2296985
381,C_381,I,A,USD,false,1,0,1000000,94504.72,,bank,Matthew,Allen,074 Erin Fields Apt. 747,North Mitchellbury,VI,US,80334,Male,1932-08-27,797-50-1575,-85.238096,-21.5076395
382,C_382,I,A,USD,false,1,0,1000000,84630.82,,bank,Hannah,Ruiz,82976 Perry Fort Apt. 165,Samanthachester,WV,US,54459,Female,1939-01-22,120-37-5251,101.088591,-75.604599
383,C_383,I,A,USD,false,1,0,1000000,68998.58,,bank,Sally,Dixon,43416 Hill Tunnel,East Keithside,AK,US,09785,Female,1941-01-22,158-29-3337,-52.302963,-13.179360
384,C_384,I,A,USD,false,1,0,1000000,80738.59,,bank,Chad,Schneider,71072 Wiggins Union,Sampsonmouth,FM,US,61388,Male,1911-01-27,783-26-7132,-63.276590,85.4497465
385,C_385,I,A,USD,false,1,0,1000000,99882.13,,bank,Michael,Flowers,194 Gregory Squares Apt. 631,Brownmouth,MA,US,40900,Male,1982-03-29,248-81-1484,-22.384108,-80.414954
386,C_386,I,A,USD,false,1,0,1000000,58097.50,,bank,Jason,Sherman,965 Thomas Ville Apt. 679,Port Danielburgh,NJ,US,91680,Male,1935-07-10,425-40-2796,-134.072816,-63.332510
387,C_387,I,A,USD,false,1,0,1000000,70480.14,,bank,Marcus,Smith,2262 Holly Loaf,East Frank,MN,US,75086,Male,1991-09-21,395-04-6687,-35.999438,-21.815419
388,C_388,I,A,USD,false,1,0,1000000,58938.16,,bank,Mary,Lang,38619 William River Suite 060,Jenkinsville,MI,US,28596,Female,1967-07-28,855-23-0586,-143.093401,-39.4349255
389,C_389,I,A,USD,false,1,0,1000000,60640.15,,bank,Thomas,Carter,732 Woods Groves Suite 618,Watsonville,CT,US,19563,Male,1935-09-30,812-76-3154,-70.053005,43.9574035
390,C_390,I,A,USD,false,1,0,1000000,57850.11,,bank,Danielle,Newman,46488 Jonathan Neck,Lake Tina,TX,US,64281,Female,1918-12-06,493-52-3000,71.619086,-81.5286285
391,C_391,I,A,USD,false,1,0,1000000,79113.23,,bank,Michael,Cruz,98360 Thomas Viaduct,New Kimberly,UT,US,67509,Male,1996-01-20,362-68-8013,-135.680128,-80.5151765
392,C_392,I,A,USD,false,1,0,1000000,54879.56,,bank,Kevin,Jones,38724 Brenda Squares,Lake Markview,DC,US,85606,Male,1946-06-16,389-68-7626,128.226441,74.506417
393,C_393,I,A,USD,false,1,0,1000000,91343.91,,bank,Derek,Manning,75301 Black Field,Paulamouth,PW,US,45275,Male,1999-09-18,082-56-9086,-42.861544,-38.448620
394,C_394,I,A,USD,true,1,0,1000000,90738.68,,bank,Mark,Robinson,57574 Walton Mills,Michaelbury,MI,US,02778,Male,1950-12-04,176-94-3152,-136.980474,14.5126115
395,C_395,I,A,USD,false,1,0,1000000,93618.63,,bank,Shirley,Peterson,526 Ashley Ville Apt. 107,East Vincentbury,VT,US,61067,Female,2013-07-19,835-46-7121,116.560586,2.6196735
396,C_396,I,A,USD,false,1,0,1000000,56187.91,,bank,Natasha,Romero,44203 Kaufman Spring,Taylorburgh,FM,US,16635,Female,1988-09-16,589-65-1427,-97.199681,13.4816075
397,C_397,I,A,USD,true,1,0,1000000,82124.70,,bank,Stephanie,Goodwin,9461 James Point,Richardberg,VT,US,68146,Female,1953-08-12,629-54-8579,49.839768,-20.0847535
398,C_398,I,A,USD,false,1,0,1000000,74699.24,,bank,Krystal,Mcclain,906 Justin Motorway Suite 321,Port Leah,DC,US,34361,Female,1965-04-17,195-35-5067,-68.231735,-29.234376
399,C_399,I,A,USD,false,1,0,1000000,81962.53,,bank,Maurice,Davis,94497 Pierce Manor,Davidberg,MI,US,12869,Male,1941-05-18,444-77-8021,-159.641793,81.483428
400,C_400,I,A,USD,false,1,0,1000000,75504.21,,bank,Shannon,Duncan,7670 Diaz Crossing,Nguyenport,WV,US,81432,Female,2022-10-09,065-25-5511,-40.874610,-87.8773955
401,C_401,I,A,USD,false,1,0,1000000,95253.00,,bank,Sara,Russell,5827 Tiffany Route Suite 355,Christopherside,CO,US,66189,Female,1939-07-31,139-31-3043,-129.019439,-27.604064
402,C_402,I,A,USD,true,1,0,1000000,85213.89,,bank,Jay,Harper,81649 Chan Circles Suite 182,Lake Timothybury,HI,US,56719,Male,1955-04-28,447-63-1357,-106.448096,-13.9217045
403,C_403,I,A,USD,false,1,0,1000000,71394.77,,bank,Brian,Mckinney,7479 Arnold Underpass,Georgetown,GU,US,57741,Male,1929-07-12,703-03-8130,74.343461,54.134376
404,C_404,I,A,USD,false,1,0,1000000,57450.31,,bank,Marcus,Kim,8997 Newman Forges Apt. 895,Port Reneemouth,MD,US,18331,Male,1993-09-30,683-11-2061,73.397836,-50.6465855
405,C_405,I,A,USD,false,1,0,1000000,59174.63,,bank,Monica,Mitchell,7085 Williams Pass Suite 949,New Devinview,TN,US,19299,Female,1961-04-25,509-39-0217,84.949080,-57.3615995
406,C_406,I,A,USD,false,1,0,1000000,62218.94,,bank,Rachel,Gilbert,36036 Chris Forest,Tiffanyhaven,PA,US,71818,Female,1957-03-28,698-19-1350,170.016672,-58.0172085
407,C_407,I,A,USD,false,1,0,1000000,72312.71,,bank,Autumn,Li,03818 Madison Lake Suite 303,Dustinville,FL,US,47013,Female,1913-08-24,012-83-9813,-137.610214,-16.467437
408,C_408,I,A,USD,false,1,0,1000000,79576.44,,bank,Brenda,Roberts,9752 Garcia Ridges Apt. 382,Port Michelle,TX,US,38869,Female,1995-09-14,061-25-3501,-86.897754,12.437874
409,C_409,I,A,USD,false,1,0,1000000,98906.23,,bank,Jacob,Sanford,8302 Nicole Springs Suite 097,South Danielside,SC,US,06260,Male,1924-04-13,572-60-2138,-99.724998,56.8921355
410,C_410,I,A,USD,false,1,0,1000000,56254.58,,bank,James,Thomas,095 Larson Field Suite 586,Clarkstad,PA,US,52882,Male,1935-10-03,201-40-0227,-147.677185,25.222014
411,C_411,I,A,USD,false,1,0,1000000,79476.70,,bank,Julie,Owen,50493 Melanie Corners Suite 801,East Larryville,NE,US,30931,Female,2002-06-06,533-81-4952,152.200910,66.4458455
412,C_412,I,A,USD,false,1,0,1000000,64563.24,,bank,James,Myers,3085 Downs Crescent,New Dawnmouth,CT,US,66201,Male,1939-10-06,851-49-3263,122.922793,-87.7323625
413,C_413,I,A,USD,false,1,0,1000000,66150.92,,bank,Christopher,Guzman,4849 Paul Street Apt. 905,Carterville,NV,US,72021,Male,1971-11-04,167-45-5532,-166.936516,42.938258
414,C_414,I,A,USD,false,1,0,1000000,81651.36,,bank,Stephanie,Fox,293 Wong Drive,Johnsonfurt,GA,US,28697,Female,2002-04-11,060-71-9501,-166.684802,-44.5064305
415,C_415,I,A,USD,false,1,0,1000000,72987.92,,bank,Thomas,Joseph,8871 Angel Rest Suite 028,Harperhaven,MD,US,42359,Male,1986-06-26,351-88-4451,143.185759,8.770787
416,C_416,I,A,USD,false,1,0,1000000,61793.79,,bank,Thomas,Turner,605 Stanley Court,East Danielle,OH,US,95886,Male,1975-06-11,557-23-0600,-55.537624,-13.1019855
417,C_417,I,A,USD,false,1,0,1000000,87718.62,,bank,Megan,Perkins,72681 Carlos Passage Apt. 146,New Alice,MD,US,16823,Female,1929-03-16,016-17-2507,-79.998630,-11.5187695
418,C_418,I,A,USD,false,1,0,1000000,85891.45,,bank,Jose,Carter,255 Hunt Ramp,Port Dawn,OK,US,42058,Male,1926-12-29,686-59-1924,-85.065895,-20.7258655
419,C_419,I,A,USD,false,1,0,1000000,59835.63,,bank,Heather,Beasley,574 Bradley Loaf,West Jacobland,PA,US,32543,Female,1940-09-16,345-22-9546,165.814268,69.1323375
420,C_420,I,A,USD,false,1,0,1000000,99294.81,,bank,Nicholas,Weaver,819 Raymond Gateway,Elizabethland,RI,US,68064,Male,1979-05-17,608-50-3758,70.555540,-78.002854
421,C_421,I,A,USD,false,1,0,1000000,77148.23,,bank,Matthew,Freeman,79514 Emma Club,Lake Jaime,ND,US,05737,Male,1923-10-29,206-26-7440,-48.463889,64.778559
422,C_422,I,A,USD,false,1,0,1000000,52455.19,,bank,Joe,Glenn,332 Christian Estate,Wilsonside,WY,US,40742,Male,2002-01-29,172-33-4253,167.344528,76.700337
423,C_423,I,A,USD,false,1,0,1000000,88102.61,,bank,Kristen,Vasquez,22007 Trevor Shoal Apt. 155,Lopezview,ID,US,21238,Female,1964-03-08,587-60-4850,-162.872765,16.0518755
424,C_424,I,A,USD,true,1,0,1000000,74390.44,,bank,Lisa,Snyder,31326 Martinez Ranch Suite 498,Cynthiashire,VA,US,85099,Female,1995-01-06,752-74-2842,-57.271506,37.6265575
425,C_425,I,A,USD,false,1,0,1000000,61052.28,,bank,Cynthia,Thompson,838 Christian Lodge,East Mark,MI,US,57218,Female,2015-11-14,846-73-9951,46.577061,-65.063931
426,C_426,I,A,USD,false,1,0,1000000,96004.47,,bank,Danielle,Smith,85409 Pham Heights,Juliefort,HI,US,81487,Female,1983-05-27,571-79-8820,50.497349,-74.5899115
427,C_427,I,A,USD,false,1,0,1000000,64010.84,,bank,Matthew,Cox,07663 Joseph Land Apt. 645,Charlesburgh,VA,US,10178,Male,1970-11-17,701-49-0737,-123.314948,-31.4714405
428,C_428,I,A,USD,false,1,0,1000000,54415.83,,bank,Tiffany,Marshall,31733 White Lane Apt. 901,Chandlershire,OK,US,91542,Female,2013-10-26,265-61-8326,-36.111145,50.9066805
429,C_429,I,A,USD,false,1,0,1000000,81437.96,,bank,Tonya,Li,681 Jessica Path Apt. 658,North Carl,MS,US,99891,Female,2006-08-31,894-79-4882,167.644103,-42.5219715
430,C_430,I,A,USD,false,1,0,1000000,63172.91,,bank,Lisa,Bartlett,224 Mark Lock,Martinburgh,NE,US,09252,Female,1971-11-13,486-73-5578,98.496821,-46.585965
431,C_431,I,A,USD,false,1,0,1000000,73896.19,,bank,David,Castillo,30537 Terry Fields Apt. 343,Port Lisa,ND,US,00793,Male,1979-03-16,336-66-3230,-168.618253,45.9986245
432,C_432,I,A,USD,false,1,0,1000000,54204.55,,bank,Emma,Wright,1460 Kane Extension Apt. 325,Hallfurt,WI,US,56745,Female,1943-03-11,381-21-0461,-145.519854,15.4076945
433,C_433,I,A,USD,false,1,0,1000000,91057.66,,bank,Scott,Patterson,9125 Michael Row,South Elizabeth,IA,US,65991,Male,1916-11-12,722-65-1003,19.697620,-63.151672
434,C_434,I,A,USD,false,1,0,1000000,53957.99,,bank,Brett,Henderson,047 Clark Landing,Costaside,AS,US,50535,Male,1987-05-27,843-30-2392,121.814195,12.573472
435,C_435,I,A,USD,false,1,0,1000000,67588.54,,bank,Ryan,Smith,06431 Ashley Glens Apt. 765,New Patrick,AZ,US,56860,Male,1995-12-05,517-78-0162,-151.247434,-87.5676025
436,C_436,I,A,USD,false,1,0,1000000,88498.17,,bank,Ian,Smith,41369 Kevin Land,Hoodshire,TN,US,84202,Male,1913-06-11,620-99-4399,131.600487,-14.1135405
437,C_437,I,A,USD,false,1,0,1000000,52652.54,,bank,Henry,Dunn,6649 Johnson Union,Kendramouth,MA,US,61000,Male,1960-06-17,777-92-8016,6.588061,-10.7126215
438,C_438,I,A,USD,false,1,0,1000000,83049.49,,bank,Kimberly,King,60072 Amanda Mission Suite 962,Changland,NC,US,02985,Female,1968-11-16,166-55-5381,-46.473939,-67.0710545
439,C_439,I,A,USD,false,1,0,1000000,77937.55,,bank,Jessica,Simmons,505 Chandler Prairie,Lake Jacqueline,MT,US,72709,Female,1931-08-25,079-55-5324,131.295710,22.6048395
440,C_440,I,A,USD,false,1,0,1000000,59391.03,,bank,Janet,Proctor,6876 Shannon Islands Suite 298,Port Destiny,HI,US,10318,Female,2018-09-13,210-40-6370,-97.527562,-45.978709
441,C_441,I,A,USD,false,1,0,1000000,93474.81,,bank,Whitney,Wheeler,31145 Thompson Common,Berrychester,MO,US,49713,Female,1981-05-15,108-24-3727,82.258584,27.289685
442,C_442,I,A,USD,false,1,0,1000000,91145.06,,bank,Amanda,Horn,68721 Kim Manors Suite 248,Osborntown,LA,US,68217,Female,1939-06-14,062-92-7661,113.465982,-65.764225
443,C_443,I,A,USD,false,1,0,1000000,98749.82,,bank,Charlotte,Edwards,89233 Flores Green Apt. 398,Cameronbury,PA,US,42301,Female,1940-03-23,308-90-5263,-131.865612,52.6258045
444,C_444,I,A,USD,false,1,0,1000000,84831.21,,bank,Joseph,Reed,771 Waters Causeway Apt. 262,North Johnchester,SC,US,97273,Male,1995-04-30,621-68-8773,123.431117,44.7145115
445,C_445,I,A,USD,false,1,0,1000000,62146.72,,bank,Lori,Meyer,0936 White Meadow,Johnsonmouth,NM,US,12421,Female,1950-11-20,717-21-5441,-1.845264,34.5628095
446,C_446,I,A,USD,false,1,0,1000000,52368.90,,bank,Kevin,Smith,2065 Jessica Shore Suite 872,East Lindsayville,AS,US,46533,Male,1913-02-09,513-91-8711,16.908322,46.1322235
447,C_447,I,A,USD,false,1,0,1000000,81501.95,,bank,Lisa,Sutton,142 Hernandez Forks,Gregoryhaven,UT,US,40294,Female,2000-10-24,439-15-3762,-94.452820,3.595743
448,C_448,I,A,USD,false,1,0,1000000,69138.57,,bank,Kyle,Craig,75874 Roberts Brooks,North Toddshire,LA,US,57406,Male,2022-03-03,648-29-6581,-26.496897,26.1771855
449,C_449,I,A,USD,false,1,0,1000000,61278.81,,bank,Pam,Morgan,77253 Wilkinson Islands Suite 544,Foxfort,RI,US,90841,Female,2012-02-09,883-94-0268,-170.419381,-6.3550335
450,C_450,I,A,USD,false,1,0,1000000,97471.47,,bank,Tina,Richardson,98221 Black Loop,Michaelfort,NH,US,40295,Female,1958-04-04,041-65-5335,-63.239880,56.9349345
451,C_451,I,A,USD,false,1,0,1000000,95138.21,,bank,Kimberly,Smith,6264 Derrick Drive,South Christy,PR,US,96110,Female,1998-04-28,281-61-6695,165.408371,-12.7292285
452,C_452,I,A,USD,false,1,0,1000000,83632.39,,bank,Daniel,Martinez,055 Rojas Villages,North Leeton,TX,US,08107,Male,1956-11-12,277-80-9166,-101.534713,19.3854545
453,C_453,I,A,USD,false,1,0,1000000,68649.53,,bank,Victoria,Howe,70255 Rivera Spurs,Navarromouth,UT,US,67255,Female,1973-12-29,535-25-3874,26.357775,-43.8915865
454,C_454,I,A,USD,false,1,0,1000000,70286.35,,bank,John,Anderson,96473 Robert Mills,South Jasonchester,VA,US,03141,Male,2012-02-16,081-10-1137,11.145420,-71.1998925
455,C_455,I,A,USD,false,1,0,1000000,64686.05,,bank,Taylor,King,82427 Jamie Forks,Catherinestad,VT,US,10280,Female,1983-02-21,516-64-1837,-114.801499,-56.523387
456,C_456,I,A,USD,false,1,0,1000000,94673.92,,bank,Courtney,King,247 Clark Park Suite 602,Angelaview,PR,US,13749,Female,1982-02-04,313-23-3210,12.151466,-14.3746195
457,C_457,I,A,USD,false,1,0,1000000,90816.56,,bank,Kelly,Vasquez,300 Henry Centers Apt. 685,Finleyburgh,CO,US,27075,Female,1930-06-16,553-15-1633,54.906276,-51.4878515
458,C_458,I,A,USD,false,1,0,1000000,51139.47,,bank,Crystal,Brown,44379 Campbell Viaduct,South Katherinehaven,WV,US,64842,Female,1986-06-29,096-74-8089,90.976694,0.206663
459,C_459,I,A,USD,false,1,0,1000000,99877.87,,bank,Ricardo,Bell,55387 Rivera Drive,New Matthew,MH,US,49920,Male,1959-10-25,375-82-6080,-0.094027,-89.578707
460,C_460,I,A,USD,false,1,0,1000000,55671.67,,bank,Jennifer,Simmons,868 John Spurs Suite 319,South Stevenview,MO,US,34943,Female,1920-12-01,543-06-4335,-38.230720,-64.976341
461,C_461,I,A,USD,false,1,0,1000000,85915.70,,bank,Michael,Copeland,758 Castro Meadows Apt. 171,Tylerburgh,MD,US,38987,Male,1982-07-11,790-78-3125,-57.908522,68.9958565
